,Date,Product,Category,Region,Salesperson,Customer_ID,Quantity,Unit_Price,Discount_Rate,Subtotal,Discount_Amount,Total_Amount,Customer_Age,Customer_Satisfaction,Payment_Method,Order_Priority,Month,Year,Quarter,Day_of_Week,Month_Name,Days_Since_Purchase,Revenue_Category,Bulk_Order,CustomerRelation
2292,32:56.8,Webcam,Accessories,West,Sales_Person_22,Customer_0358,3,93.31,0.164,279.94,45.87,234.08,60,3.8,Cash,Low,10,2021,4,Sunday,October,1306,Very Low,No,Returning
2293,33:30.6,Mouse,Accessories,North,Sales_Person_14,Customer_0378,3,30.23,0.177,90.7,16.06,74.64,67,2.5,Cash,Low,10,2021,4,Sunday,October,1305,Very Low,No,Returning
2294,34:04.5,Desktop,Electronics,West,Sales_Person_05,Customer_0172,2,604.51,0.188,1209.01,227.62,981.39,27,3.5,Cash,Low,10,2021,4,Sunday,October,1305,Very Low,No,Returning
2295,34:38.3,Keyboard,Accessories,Central,Sales_Person_09,Customer_0025,1,53.35,0.164,53.35,8.75,53.51,46,4.2,Debit Card,High,11,2021,4,Monday,November,1305,Very Low,No,Returning
2296,35:12.2,Monitor,Electronics,West,Sales_Person_08,Customer_0393,2,360.77,0.129,721.55,92.83,754.46,36,2.7,Credit Card,High,11,2021,4,Monday,November,1305,Very Low,No,Returning
2297,35:46.0,Keyboard,Accessories,West,Sales_Person_02,Customer_0103,15,69.1,0.01,1036.51,10.64,1231.03,36,2.1,Credit Card,Low,11,2021,4,Monday,November,1304,Very Low,Yes,Returning
2298,36:19.9,Scanner,Accessories,East,Sales_Person_16,Customer_0702,3,168.76,0.217,506.28,109.88,475.68,57,4.3,Credit Card,Medium,11,2021,4,Tuesday,November,1304,Very Low,No,Returning
2299,36:53.7,Speaker,Accessories,Central,Sales_Person_13,Customer_0236,3,93.46,0.066,280.39,18.49,314.28,18,4.6,Debit Card,Low,11,2021,4,Tuesday,November,1304,Very Low,No,Returning
2300,37:27.6,Mouse,Accessories,South,Sales_Person_07,Customer_0410,13,35.25,0.104,458.2,47.49,492.86,67,2.9,Debit Card,Low,11,2021,4,Tuesday,November,1303,Very Low,Yes,Returning
2301,38:01.4,Tablet,Electronics,South,Sales_Person_16,Customer_0825,3,569.43,0.062,1708.28,106.52,1922.12,47,2.2,Bank Transfer,Critical,11,2021,4,Wednesday,November,1303,Low,No,Returning
2302,38:35.3,Printer,Accessories,Central,Sales_Person_07,Customer_0549,2,205.43,0.142,410.85,58.43,422.9,51,4.2,Credit Card,High,11,2021,4,Wednesday,November,1303,Very Low,No,Returning
2303,39:09.1,Keyboard,Accessories,South,Sales_Person_14,Customer_0784,16,58.41,0.216,934.54,202.13,878.89,52,4.1,Debit Card,Medium,11,2021,4,Wednesday,November,1303,Very Low,Yes,Returning
2304,39:43.0,Desktop,Electronics,Central,Sales_Person_14,Customer_0805,4,759.13,0.223,3036.53,677.92,2830.34,60,4,Credit Card,High,11,2021,4,Wednesday,November,1302,Medium,No,Returning
2305,40:16.8,Desktop,Electronics,South,Sales_Person_12,Customer_0332,4,483.57,0.123,1934.29,237.87,2035.69,33,2,Cash,Low,11,2021,4,Thursday,November,1302,Low,No,Returning
2306,40:50.6,Laptop,Electronics,East,Sales_Person_01,Customer_0664,4,1164.71,0.073,4658.84,339.2,5183.57,25,4.2,Bank Transfer,Medium,11,2021,4,Thursday,November,1302,High,No,Returning
2307,41:24.5,Keyboard,Accessories,South,Sales_Person_01,Customer_0794,5,63.59,0.036,317.93,11.34,367.91,37,4.1,Debit Card,High,11,2021,4,Thursday,November,1301,Very Low,No,Returning
2308,41:58.3,Printer,Accessories,West,Sales_Person_12,Customer_0532,5,165.49,0.07,827.43,58,923.32,31,2.2,Credit Card,Low,11,2021,4,Friday,November,1301,Very Low,No,Returning
2309,42:32.2,Phone,Electronics,Central,Sales_Person_20,Customer_0649,1,742.52,0.19,742.52,141.13,721.67,49,4.5,Debit Card,Low,11,2021,4,Friday,November,1301,Very Low,No,Returning
2310,43:06.0,Scanner,Accessories,North,Sales_Person_21,Customer_0983,5,193.21,0.101,966.07,97.53,1042.24,60,3.5,Bank Transfer,High,11,2021,4,Friday,November,1300,Very Low,No,Returning
2311,43:39.9,Headphones,Accessories,North,Sales_Person_15,Customer_0871,5,65.42,0.073,327.1,23.82,363.94,35,2.2,Cash,Medium,11,2021,4,Friday,November,1300,Very Low,No,Returning
2312,44:13.7,Speaker,Accessories,Central,Sales_Person_04,Customer_0029,4,145.94,0.159,583.75,93.08,588.8,71,2,Credit Card,High,11,2021,4,Saturday,November,1300,Very Low,No,Returning
2313,44:47.6,Printer,Accessories,East,Sales_Person_07,Customer_0543,4,167.07,0.24,668.3,160.48,609.38,43,2.3,Credit Card,High,11,2021,4,Saturday,November,1300,Very Low,No,Returning
2314,45:21.4,Headphones,Accessories,South,Sales_Person_16,Customer_0019,1,74.16,0.069,74.16,5.11,82.87,35,4,Bank Transfer,High,11,2021,4,Saturday,November,1299,Very Low,No,Returning
2315,45:55.3,Headphones,Accessories,East,Sales_Person_03,Customer_0148,3,66.4,0.169,199.21,33.76,198.54,26,3.3,Bank Transfer,High,11,2021,4,Sunday,November,1299,Very Low,No,Returning
2316,46:29.1,Tablet,Electronics,North,Sales_Person_07,Customer_0471,5,568.33,0.137,2841.63,389.15,2942.98,57,2.5,Bank Transfer,Low,11,2021,4,Sunday,November,1299,Medium,No,Returning
2317,47:03.0,Laptop,Electronics,Central,Sales_Person_24,Customer_0491,3,882.36,0.246,2647.08,652.17,2393.9,51,3.9,Bank Transfer,Medium,11,2021,4,Sunday,November,1298,Low,No,Returning
2318,47:36.8,Printer,Accessories,Central,Sales_Person_22,Customer_0283,5,252.35,0.031,1261.74,39.42,1466.78,39,2.6,Cash,Critical,11,2021,4,Sunday,November,1298,Low,No,Returning
2319,48:10.7,Printer,Accessories,East,Sales_Person_06,Customer_0862,1,165,0.036,165,5.99,190.81,27,4.3,Credit Card,Medium,11,2021,4,Monday,November,1298,Very Low,No,Returning
2320,48:44.5,Tablet,Electronics,East,Sales_Person_16,Customer_0853,2,335.29,0.07,670.57,46.96,748.34,57,4.8,Cash,High,11,2021,4,Monday,November,1298,Very Low,No,Returning
2321,49:18.4,Keyboard,Accessories,South,Sales_Person_24,Customer_0812,5,74.74,0.013,373.68,4.85,442.59,34,4.4,Bank Transfer,Medium,11,2021,4,Monday,November,1297,Very Low,No,Returning
2322,49:52.2,Keyboard,Accessories,West,Sales_Person_08,Customer_0675,2,45.95,0.013,91.91,1.18,108.87,18,3.8,Bank Transfer,Low,11,2021,4,Tuesday,November,1297,Very Low,No,Returning
2323,50:26.0,Keyboard,Accessories,West,Sales_Person_23,Customer_0113,6,40.9,0.187,245.39,45.79,239.52,72,2.8,Debit Card,Low,11,2021,4,Tuesday,November,1297,Very Low,No,Returning
2324,50:59.9,Webcam,Accessories,South,Sales_Person_22,Customer_0455,2,79.2,0.144,158.4,22.89,162.62,43,2.9,Debit Card,Critical,11,2021,4,Tuesday,November,1296,Very Low,No,Returning
2325,51:33.7,Headphones,Accessories,West,Sales_Person_06,Customer_0662,3,93.63,0.234,280.88,65.81,258.08,32,4.1,Bank Transfer,Low,11,2021,4,Wednesday,November,1296,Very Low,No,Returning
2326,52:07.6,Webcam,Accessories,North,Sales_Person_10,Customer_0330,2,99.66,0.123,199.32,24.47,209.81,42,2.7,Debit Card,Critical,11,2021,4,Wednesday,November,1296,Very Low,No,Returning
2327,52:41.4,Laptop,Electronics,West,Sales_Person_16,Customer_0255,5,1170.09,0.1,5850.47,583.15,6320.78,41,4.4,Debit Card,Low,11,2021,4,Wednesday,November,1295,Very High,No,Returning
2328,53:15.3,Speaker,Accessories,South,Sales_Person_11,Customer_0599,4,112.91,0.141,451.65,63.84,465.37,63,3.8,Cash,Low,11,2021,4,Wednesday,November,1295,Very Low,No,Returning
2329,53:49.1,Tablet,Electronics,West,Sales_Person_13,Customer_0399,3,335.98,0.162,1007.95,163.05,1013.88,62,3.1,Bank Transfer,Low,11,2021,4,Thursday,November,1295,Very Low,No,Returning
2330,54:23.0,Printer,Accessories,Central,Sales_Person_06,Customer_0862,3,256.79,0.243,770.36,186.92,700.13,52,3.4,Cash,High,11,2021,4,Thursday,November,1295,Very Low,No,Returning
2331,54:56.8,Scanner,Accessories,East,Sales_Person_24,Customer_0610,5,186.48,0.113,932.4,105.1,992.76,38,4.2,Credit Card,Low,11,2021,4,Thursday,November,1294,Very Low,No,Returning
2332,55:30.7,Headphones,Accessories,North,Sales_Person_01,Customer_0909,2,88.08,0.087,176.16,15.37,192.94,21,4.5,Credit Card,Low,11,2021,4,Friday,November,1294,Very Low,No,Returning
2333,56:04.5,Webcam,Accessories,Central,Sales_Person_21,Customer_0508,5,93.15,0.19,465.73,88.61,452.55,45,4.9,Bank Transfer,Medium,11,2021,4,Friday,November,1294,Very Low,No,Returning
2334,56:38.4,Webcam,Accessories,Central,Sales_Person_19,Customer_0644,5,105.72,0.086,528.59,45.42,579.79,68,4.5,Credit Card,Low,11,2021,4,Friday,November,1293,Very Low,No,Returning
2335,57:12.2,Monitor,Electronics,South,Sales_Person_12,Customer_0466,3,358.49,0.098,1075.48,105.28,1164.24,52,4,Cash,Low,11,2021,4,Friday,November,1293,Very Low,No,Returning
2336,57:46.1,Webcam,Accessories,East,Sales_Person_24,Customer_0824,5,100.56,0.145,502.79,72.86,515.91,55,2.2,Cash,Low,11,2021,4,Saturday,November,1293,Very Low,No,Returning
2337,58:19.9,Speaker,Accessories,East,Sales_Person_06,Customer_0407,3,109.61,0.131,328.82,43.11,342.85,62,3.3,Bank Transfer,Medium,11,2021,4,Saturday,November,1293,Very Low,No,Returning
2338,58:53.7,Phone,Electronics,North,Sales_Person_18,Customer_0609,1,442.59,0.205,442.59,90.86,422.07,42,3.1,Debit Card,High,11,2021,4,Saturday,November,1292,Very Low,No,Returning
2339,59:27.6,Printer,Accessories,South,Sales_Person_13,Customer_0098,4,251.11,0.161,1004.45,161.35,1011.73,26,2.8,Credit Card,Medium,11,2021,4,Sunday,November,1292,Very Low,No,Returning
2340,00:01.4,Phone,Electronics,North,Sales_Person_07,Customer_0290,2,465.49,0.041,930.97,38.49,1070.98,56,4.5,Debit Card,Critical,11,2021,4,Sunday,November,1292,Very Low,No,Returning
2341,00:35.3,Printer,Accessories,West,Sales_Person_23,Customer_0868,2,220.01,0.138,440.02,60.54,455.38,65,2.5,Debit Card,Medium,11,2021,4,Sunday,November,1291,Very Low,No,Returning
2342,01:09.1,Tablet,Electronics,Central,Sales_Person_13,Customer_0739,2,533.44,0.145,1066.88,155.07,1094.17,19,2.5,Bank Transfer,Low,11,2021,4,Monday,November,1291,Very Low,No,Returning
2343,01:43.0,Printer,Accessories,North,Sales_Person_21,Customer_0657,4,272.87,0.11,1091.49,120.59,1165.08,59,2.2,Cash,Medium,11,2021,4,Monday,November,1291,Very Low,No,Returning
2344,02:16.8,Phone,Electronics,Central,Sales_Person_08,Customer_0156,1,595.13,0.147,595.13,87.47,609.19,32,2.1,Debit Card,Low,11,2021,4,Monday,November,1291,Very Low,No,Returning
2345,02:50.7,Printer,Accessories,South,Sales_Person_21,Customer_0782,5,208.98,0.213,1044.92,222.61,986.77,34,4.7,Credit Card,Medium,11,2021,4,Monday,November,1290,Very Low,No,Returning
2346,03:24.5,Tablet,Electronics,West,Sales_Person_17,Customer_0162,1,579.21,0.246,579.21,142.6,523.92,55,2.5,Credit Card,Critical,11,2021,4,Tuesday,November,1290,Very Low,No,Returning
2347,03:58.4,Tablet,Electronics,South,Sales_Person_09,Customer_0624,3,595.4,0.011,1786.2,19.65,2119.86,49,4.7,Credit Card,High,11,2021,4,Tuesday,November,1290,Low,No,Returning
2348,04:32.2,Laptop,Electronics,West,Sales_Person_20,Customer_0843,1,1147.03,0.023,1147.03,26.1,1345.11,43,2.9,Bank Transfer,Low,11,2021,4,Tuesday,November,1289,Very Low,No,Returning
2349,05:06.1,Printer,Accessories,West,Sales_Person_13,Customer_0697,4,260.84,0.089,1043.37,93.11,1140.31,72,3.4,Debit Card,Low,11,2021,4,Wednesday,November,1289,Very Low,No,Returning
2350,05:39.9,Scanner,Accessories,Central,Sales_Person_02,Customer_0717,3,189.75,0.18,569.26,102.41,560.22,35,2.7,Cash,Low,11,2021,4,Wednesday,November,1289,Very Low,No,Returning
2351,06:13.8,Monitor,Electronics,South,Sales_Person_04,Customer_0097,5,254.03,0.174,1270.14,221.51,1258.35,24,3.8,Bank Transfer,High,11,2021,4,Wednesday,November,1288,Very Low,No,Returning
2352,06:47.6,Keyboard,Accessories,South,Sales_Person_25,Customer_0377,13,53.64,0.147,697.3,102.44,713.83,42,2.4,Cash,Medium,11,2021,4,Wednesday,November,1288,Very Low,Yes,Returning
2353,07:21.4,Desktop,Electronics,North,Sales_Person_02,Customer_0567,5,750.13,0.111,3750.66,415.77,4001.87,22,3.9,Cash,Low,11,2021,4,Thursday,November,1288,Medium,No,Returning
2354,07:55.3,Tablet,Electronics,South,Sales_Person_04,Customer_0450,4,439.2,0.004,1756.81,7.77,2098.85,67,2.5,Bank Transfer,Low,11,2021,4,Thursday,November,1288,Low,No,Returning
2355,08:29.1,Mouse,Accessories,North,Sales_Person_18,Customer_0994,18,30.47,0.124,548.41,68.24,576.21,56,3.4,Debit Card,Medium,11,2021,4,Thursday,November,1287,Very Low,Yes,Returning
2356,09:03.0,Keyboard,Accessories,East,Sales_Person_05,Customer_0117,18,73.31,0.009,1319.64,11.66,1569.57,18,3.3,Credit Card,High,11,2021,4,Friday,November,1287,Low,Yes,Returning
2357,09:36.8,Speaker,Accessories,East,Sales_Person_19,Customer_0605,4,104.52,0.187,418.07,78.11,407.96,60,3.3,Bank Transfer,Medium,11,2021,4,Friday,November,1287,Very Low,No,Returning
2358,10:10.7,Headphones,Accessories,East,Sales_Person_10,Customer_0805,2,82.56,0.08,165.12,13.14,182.38,29,4.6,Bank Transfer,Low,11,2021,4,Friday,November,1286,Very Low,No,Returning
2359,10:44.5,Printer,Accessories,South,Sales_Person_18,Customer_0964,1,225.96,0.142,225.96,32.18,232.53,54,4.5,Credit Card,High,11,2021,4,Friday,November,1286,Very Low,No,Returning
2360,11:18.4,Phone,Electronics,South,Sales_Person_25,Customer_0716,1,592.85,0.202,592.85,119.99,567.43,71,3.7,Cash,Low,11,2021,4,Saturday,November,1286,Very Low,No,Returning
2361,11:52.2,Desktop,Electronics,North,Sales_Person_21,Customer_0794,4,594.08,0.215,2376.32,510.23,2239.31,64,2.4,Cash,Low,11,2021,4,Saturday,November,1286,Low,No,Returning
2362,12:26.1,Mouse,Accessories,West,Sales_Person_10,Customer_0506,17,29.04,0.099,493.71,49.09,533.55,63,2.1,Cash,High,11,2021,4,Saturday,November,1285,Very Low,Yes,Returning
2363,12:59.9,Keyboard,Accessories,North,Sales_Person_05,Customer_0189,19,51.77,0.044,983.59,43.03,1128.67,21,4.4,Credit Card,Low,11,2021,4,Sunday,November,1285,Very Low,Yes,Returning
2364,13:33.8,Printer,Accessories,East,Sales_Person_17,Customer_0476,1,265.51,0.062,265.51,16.58,298.72,21,4,Bank Transfer,Low,11,2021,4,Sunday,November,1285,Very Low,No,Returning
2365,14:07.6,Laptop,Electronics,North,Sales_Person_22,Customer_0323,1,727.09,0.195,727.09,141.89,702.24,61,2.1,Cash,Low,11,2021,4,Sunday,November,1284,Very Low,No,Returning
2366,14:41.5,Headphones,Accessories,West,Sales_Person_13,Customer_0596,3,114.48,0.141,343.45,48.27,354.21,33,2.9,Cash,High,11,2021,4,Monday,November,1284,Very Low,No,Returning
2367,15:15.3,Desktop,Electronics,South,Sales_Person_23,Customer_0970,2,690.76,0.008,1381.53,10.74,1644.95,28,2.7,Credit Card,Low,11,2021,4,Monday,November,1284,Low,No,Returning
2368,15:49.1,Monitor,Electronics,North,Sales_Person_17,Customer_0180,4,409.05,0.102,1636.18,166.11,1764.09,71,2.5,Bank Transfer,Critical,11,2021,4,Monday,November,1284,Low,No,Returning
2369,16:23.0,Laptop,Electronics,East,Sales_Person_09,Customer_0786,3,1133.32,0.088,3399.95,299.32,3720.75,21,2.6,Credit Card,High,11,2021,4,Monday,November,1283,Medium,No,Returning
2370,16:56.8,Mouse,Accessories,East,Sales_Person_24,Customer_0181,18,37.15,0.184,668.75,123.28,654.57,49,4.9,Credit Card,High,11,2021,4,Tuesday,November,1283,Very Low,Yes,Returning
2371,17:30.7,Speaker,Accessories,South,Sales_Person_12,Customer_0959,1,122.16,0.012,122.16,1.49,144.81,73,4.9,Credit Card,High,11,2021,4,Tuesday,November,1283,Very Low,No,Returning
2372,18:04.5,Desktop,Electronics,North,Sales_Person_14,Customer_0693,5,751.57,0.165,3757.84,620.82,3764.43,65,4.6,Debit Card,Medium,11,2021,4,Tuesday,November,1282,Medium,No,Returning
2373,18:38.4,Laptop,Electronics,West,Sales_Person_14,Customer_0795,5,1150.6,0.183,5752.99,1053.46,5639.43,57,3,Debit Card,Medium,11,2021,4,Wednesday,November,1282,Very High,No,Returning
2374,19:12.2,Headphones,Accessories,South,Sales_Person_08,Customer_0287,3,112.56,0.132,337.67,44.66,351.61,43,4.6,Bank Transfer,High,11,2021,4,Wednesday,November,1282,Very Low,No,Returning
2375,19:46.1,Monitor,Electronics,North,Sales_Person_23,Customer_0475,5,353.48,0.127,1767.38,224.56,1851.39,26,4.3,Cash,High,11,2021,4,Wednesday,November,1281,Low,No,Returning
2376,20:19.9,Laptop,Electronics,Central,Sales_Person_05,Customer_0618,5,1157.53,0.046,5787.64,267.24,6624.48,21,4.3,Credit Card,Medium,11,2021,4,Wednesday,November,1281,Very High,No,Returning
2377,20:53.8,Webcam,Accessories,East,Sales_Person_19,Customer_0641,5,108.64,0.176,543.2,95.48,537.26,42,2.9,Bank Transfer,High,11,2021,4,Thursday,November,1281,Very Low,No,Returning
2378,21:27.6,Monitor,Electronics,West,Sales_Person_14,Customer_0262,3,328.35,0.073,985.04,72.29,1095.31,44,4.9,Cash,Critical,11,2021,4,Thursday,November,1281,Very Low,No,Returning
2379,22:01.5,Mouse,Accessories,West,Sales_Person_09,Customer_0523,8,34.24,0.233,273.88,63.76,252.14,51,3.8,Bank Transfer,Low,11,2021,4,Thursday,November,1280,Very Low,No,Returning
2380,22:35.3,Speaker,Accessories,West,Sales_Person_07,Customer_0162,3,93.57,0.167,280.72,47,280.47,56,4.7,Credit Card,Medium,11,2021,4,Friday,November,1280,Very Low,No,Returning
2381,23:09.2,Headphones,Accessories,East,Sales_Person_08,Customer_0487,3,76.1,0.242,228.29,55.2,207.72,56,4.9,Debit Card,Medium,11,2021,4,Friday,November,1280,Very Low,No,Returning
2382,23:43.0,Scanner,Accessories,North,Sales_Person_14,Customer_0980,1,190.45,0.189,190.45,35.91,185.45,62,3,Cash,High,11,2021,4,Friday,November,1279,Very Low,No,Returning
2383,24:16.9,Printer,Accessories,South,Sales_Person_22,Customer_0959,3,286.68,0.009,860.04,7.93,1022.53,62,2.2,Credit Card,Low,11,2021,4,Friday,November,1279,Very Low,No,Returning
2384,24:50.7,Phone,Electronics,North,Sales_Person_14,Customer_0181,5,680.9,0.104,3404.48,354.88,3659.52,49,4.1,Bank Transfer,Medium,11,2021,4,Saturday,November,1279,Medium,No,Returning
2385,25:24.5,Phone,Electronics,South,Sales_Person_11,Customer_0725,2,649.63,0.137,1299.27,177.92,1345.62,47,3.5,Credit Card,Medium,11,2021,4,Saturday,November,1279,Very Low,No,Returning
2386,25:58.4,Phone,Electronics,West,Sales_Person_14,Customer_0469,2,571.67,0.14,1143.35,160.22,1179.75,27,2.1,Cash,Medium,11,2021,4,Saturday,November,1278,Very Low,No,Returning
2387,26:32.2,Desktop,Electronics,North,Sales_Person_21,Customer_0786,3,761.39,0.138,2284.16,315.64,2362.23,40,3.9,Cash,Low,11,2021,4,Sunday,November,1278,Low,No,Returning
2388,27:06.1,Mouse,Accessories,West,Sales_Person_08,Customer_0021,13,20.41,0.242,265.29,64.16,241.36,37,3,Bank Transfer,Medium,11,2021,4,Sunday,November,1278,Very Low,Yes,Returning
2389,27:39.9,Headphones,Accessories,Central,Sales_Person_03,Customer_0275,5,67.16,0.141,335.8,47.25,346.26,69,2.4,Credit Card,High,11,2021,4,Sunday,November,1277,Very Low,No,Returning
2390,28:13.8,Monitor,Electronics,West,Sales_Person_23,Customer_0260,3,390.87,0.195,1172.6,229.19,1132.09,28,2.2,Cash,Low,11,2021,4,Monday,November,1277,Very Low,No,Returning
2391,28:47.6,Desktop,Electronics,West,Sales_Person_18,Customer_0333,2,696.96,0.182,1393.91,253.66,1368.31,45,4.5,Cash,Low,11,2021,4,Monday,November,1277,Very Low,No,Returning
2392,29:21.5,Mouse,Accessories,South,Sales_Person_03,Customer_0466,18,21.02,0.222,378.29,83.93,353.23,35,4.7,Bank Transfer,Medium,11,2021,4,Monday,November,1277,Very Low,Yes,Returning
2393,29:55.3,Printer,Accessories,Central,Sales_Person_13,Customer_0116,3,251.02,0.203,753.05,152.71,720.4,60,4.8,Cash,Low,11,2021,4,Monday,November,1276,Very Low,No,Returning
2394,30:29.2,Webcam,Accessories,West,Sales_Person_12,Customer_0413,4,76.67,0.233,306.67,71.5,282.21,61,4.2,Debit Card,Critical,11,2021,4,Tuesday,November,1276,Very Low,No,Returning
2395,31:03.0,Headphones,Accessories,West,Sales_Person_15,Customer_0537,4,114.63,0.102,458.53,46.91,493.94,71,2.5,Credit Card,Low,11,2021,4,Tuesday,November,1276,Very Low,No,Returning
2396,31:36.9,Phone,Electronics,Central,Sales_Person_18,Customer_0952,4,572.05,0.141,2288.18,323.43,2357.7,23,2.9,Debit Card,Medium,11,2021,4,Tuesday,November,1275,Low,No,Returning
2397,32:10.7,Laptop,Electronics,Central,Sales_Person_05,Customer_0845,1,1080.33,0.066,1080.33,71.21,1210.94,30,2.7,Debit Card,Medium,12,2021,4,Wednesday,December,1275,Very Low,No,Returning
2398,32:44.6,Scanner,Accessories,North,Sales_Person_07,Customer_0766,5,190.51,0.058,952.55,55.71,1076.21,21,3.7,Cash,Medium,12,2021,4,Wednesday,December,1275,Very Low,No,Returning
2399,33:18.4,Headphones,Accessories,South,Sales_Person_11,Customer_0959,3,111.13,0.167,333.39,55.58,333.38,71,4.9,Credit Card,Medium,12,2021,4,Wednesday,December,1274,Very Low,No,Returning
2400,33:52.2,Tablet,Electronics,Central,Sales_Person_11,Customer_0923,4,340.06,0.157,1360.24,213.19,1376.45,73,2.5,Bank Transfer,Medium,12,2021,4,Wednesday,December,1274,Low,No,Returning
2401,34:26.1,Speaker,Accessories,Central,Sales_Person_15,Customer_0956,1,107.7,0.02,107.7,2.12,126.69,63,4.6,Debit Card,High,12,2021,4,Thursday,December,1274,Very Low,No,Returning
2402,34:59.9,Mouse,Accessories,East,Sales_Person_10,Customer_0723,15,22.1,0.076,331.46,25.31,367.38,68,4,Bank Transfer,Critical,12,2021,4,Thursday,December,1274,Very Low,Yes,Returning
2403,35:33.8,Keyboard,Accessories,Central,Sales_Person_15,Customer_0817,8,67.08,0.111,536.66,59.37,572.75,23,4.9,Bank Transfer,Medium,12,2021,4,Thursday,December,1273,Very Low,No,Returning
2404,36:07.6,Printer,Accessories,South,Sales_Person_13,Customer_0833,4,188.48,0.189,753.93,142.22,734.06,40,3.5,Credit Card,Low,12,2021,4,Friday,December,1273,Very Low,No,Returning
2405,36:41.5,Webcam,Accessories,West,Sales_Person_14,Customer_0934,1,64.26,0.001,64.26,0.09,77,31,3.7,Debit Card,Medium,12,2021,4,Friday,December,1273,Very Low,No,Returning
2406,37:15.3,Printer,Accessories,West,Sales_Person_17,Customer_0851,2,177.67,0.135,355.34,47.97,368.84,42,2.4,Cash,Medium,12,2021,4,Friday,December,1272,Very Low,No,Returning
2407,37:49.2,Headphones,Accessories,West,Sales_Person_13,Customer_0948,2,114.31,0.228,228.63,52.17,211.75,48,2.7,Cash,Low,12,2021,4,Friday,December,1272,Very Low,No,Returning
2408,38:23.0,Keyboard,Accessories,West,Sales_Person_10,Customer_0257,3,67.1,0.044,201.29,8.92,230.84,60,4.1,Credit Card,Low,12,2021,4,Saturday,December,1272,Very Low,No,Returning
2409,38:56.9,Tablet,Electronics,East,Sales_Person_25,Customer_0168,3,337.2,0.069,1011.6,69.62,1130.38,36,3.8,Credit Card,High,12,2021,4,Saturday,December,1272,Very Low,No,Returning
2410,39:30.7,Monitor,Electronics,Central,Sales_Person_01,Customer_0849,5,348.78,0.182,1743.92,317.68,1711.48,54,2.6,Credit Card,Medium,12,2021,4,Saturday,December,1271,Low,No,Returning
2411,40:04.6,Laptop,Electronics,West,Sales_Person_01,Customer_0533,5,1083.06,0.017,5415.32,93.46,6386.24,61,4,Debit Card,Critical,12,2021,4,Sunday,December,1271,Very High,No,Returning
2412,40:38.4,Keyboard,Accessories,North,Sales_Person_15,Customer_0598,16,65.11,0.054,1041.77,56.37,1182.48,43,2.4,Credit Card,Low,12,2021,4,Sunday,December,1271,Very Low,Yes,Returning
2413,41:12.3,Mouse,Accessories,West,Sales_Person_16,Customer_0015,8,20.76,0.075,166.09,12.52,184.29,35,2.2,Cash,High,12,2021,4,Sunday,December,1270,Very Low,No,Returning
2414,41:46.1,Phone,Electronics,Central,Sales_Person_12,Customer_0050,5,408.99,0.108,2044.95,221.23,2188.47,50,2.3,Cash,Low,12,2021,4,Monday,December,1270,Low,No,Returning
2415,42:19.9,Tablet,Electronics,West,Sales_Person_24,Customer_0999,2,430.24,0.221,860.47,189.91,804.68,22,3.5,Bank Transfer,High,12,2021,4,Monday,December,1270,Very Low,No,Returning
2416,42:53.8,Laptop,Electronics,East,Sales_Person_06,Customer_0304,4,1110.17,0.02,4440.69,90.72,5219.96,24,4,Cash,Medium,12,2021,4,Monday,December,1270,High,No,Returning
2417,43:27.6,Scanner,Accessories,South,Sales_Person_06,Customer_0487,1,224.94,0.123,224.94,27.72,236.66,49,4.3,Credit Card,High,12,2021,4,Monday,December,1269,Very Low,No,Returning
2418,44:01.5,Webcam,Accessories,South,Sales_Person_12,Customer_0416,5,95.26,0.059,476.3,28.16,537.76,23,4.5,Cash,Low,12,2021,4,Tuesday,December,1269,Very Low,No,Returning
2419,44:35.3,Phone,Electronics,Central,Sales_Person_25,Customer_0305,1,414.15,0.087,414.15,35.84,453.97,68,2.5,Debit Card,High,12,2021,4,Tuesday,December,1269,Very Low,No,Returning
2420,45:09.2,Headphones,Accessories,South,Sales_Person_15,Customer_0196,3,97.69,0.043,293.06,12.57,336.59,42,2.3,Credit Card,Low,12,2021,4,Tuesday,December,1268,Very Low,No,Returning
2421,45:43.0,Keyboard,Accessories,South,Sales_Person_04,Customer_0876,14,40.91,0.161,572.67,92.2,576.56,34,5,Cash,Medium,12,2021,4,Wednesday,December,1268,Very Low,Yes,Returning
2422,46:16.9,Laptop,Electronics,North,Sales_Person_24,Customer_0813,3,935.95,0.164,2807.84,461.87,2815.17,28,4.8,Credit Card,Medium,12,2021,4,Wednesday,December,1268,Medium,No,Returning
2423,46:50.7,Speaker,Accessories,Central,Sales_Person_04,Customer_0800,1,146.77,0.203,146.77,29.77,140.41,26,4.6,Credit Card,Critical,12,2021,4,Wednesday,December,1267,Very Low,No,Returning
2424,47:24.6,Desktop,Electronics,Central,Sales_Person_02,Customer_0388,2,514.75,0.219,1029.5,225.89,964.33,58,2.1,Bank Transfer,High,12,2021,4,Wednesday,December,1267,Very Low,No,Returning
2425,47:58.4,Speaker,Accessories,South,Sales_Person_24,Customer_0757,3,149.04,0.016,447.13,7.31,527.78,43,2.7,Bank Transfer,Medium,12,2021,4,Thursday,December,1267,Very Low,No,Returning
